OMRÅDE,ALDER,KØN,TID,INDHOLD
Kolding,Alder i alt,I alt,2022,2.2
Vejle,Alder i alt,I alt,2022,2.0
Herning,Alder i alt,I alt,2022,1.7
Holstebro,Alder i alt,I alt,2022,1.6
Lemvig,Alder i alt,I alt,2022,2.1
Struer,Alder i alt,I alt,2022,2.3
Syddjurs,Alder i alt,I alt,2022,2.3
Norddjurs,Alder i alt,I alt,2022,2.5
Favrskov,Alder i alt,I alt,2022,1.8
Odder,Alder i alt,I alt,2022,2.0
Randers,Alder i alt,I alt,2022,2.6
Silkeborg,Alder i alt,I alt,2022,2.0
Samsø,Alder i alt,I alt,2022,3.0
Skanderborg,Alder i alt,I alt,2022,1.6
Aarhus,Alder i alt,I alt,2022,3.0
Ikast-Brande,Alder i alt,I alt,2022,1.8
Ringkøbing-Skjern,Alder i alt,I alt,2022,1.5
Hedensted,Alder i alt,I alt,2022,1.5
Morsø,Alder i alt,I alt,2022,2.0
Skive,Alder i alt,I alt,2022,1.5
Thisted,Alder i alt,I alt,2022,1.8
Viborg,Alder i alt,I alt,2022,2.2
Brønderslev,Alder i alt,I alt,2022,2.7
Frederikshavn,Alder i alt,I alt,2022,3.3
Vesthimmerlands,Alder i alt,I alt,2022,2.3
Læsø,Alder i alt,I alt,2022,4.9
Rebild,Alder i alt,I alt,2022,2.1
Mariagerfjord,Alder i alt,I alt,2022,2.2
Jammerbugt,Alder i alt,I alt,2022,2.4
Aalborg,Alder i alt,I alt,2022,3.4
Hjørring,Alder i alt,I alt,2022,2.6
Holbæk,Alder i alt,I alt,2020,3.7
Faxe,Alder i alt,I alt,2020,4.2
Kalundborg,Alder i alt,I alt,2020,4.3
Ringsted,Alder i alt,I alt,2020,4.0
Slagelse,Alder i alt,I alt,2020,5.0
Stevns,Alder i alt,I alt,2020,4.0
Sorø,Alder i alt,I alt,2020,4.3
Lejre,Alder i alt,I alt,2020,3.4
Lolland,Alder i alt,I alt,2020,5.8
Næstved,Alder i alt,I alt,2020,4.5
Guldborgsund,Alder i alt,I alt,2020,5.1
Vordingborg,Alder i alt,I alt,2020,5.0
Bornholm,Alder i alt,I alt,2020,5.5
Middelfart,Alder i alt,I alt,2020,3.5
Assens,Alder i alt,I alt,2020,4.4
Faaborg-Midtfyn,Alder i alt,I alt,2020,4.6
Kerteminde,Alder i alt,I alt,2020,4.5
Nyborg,Alder i alt,I alt,2020,5.0
Odense,Alder i alt,I alt,2020,5.5
Svendborg,Alder i alt,I alt,2020,5.2
Nordfyns,Alder i alt,I alt,2020,5.1
Langeland,Alder i alt,I alt,2020,5.8
Ærø,Alder i alt,I alt,2020,4.0
Haderslev,Alder i alt,I alt,2020,4.2
Billund,Alder i alt,I alt,2020,3.6
Sønderborg,Alder i alt,I alt,2020,4.4
Tønder,Alder i alt,I alt,2020,4.0
Esbjerg,Alder i alt,I alt,2020,4.2
Fanø,Alder i alt,I alt,2020,5.1
Varde,Alder i alt,I alt,2020,3.3
Vejen,Alder i alt,I alt,2020,3.3
Aabenraa,Alder i alt,I alt,2020,4.0
Fredericia,Alder i alt,I alt,2020,5.0
Horsens,Alder i alt,I alt,2020,4.3
Kolding,Alder i alt,I alt,2020,4.2
Vejle,Alder i alt,I alt,2020,4.1
Herning,Alder i alt,I alt,2020,3.9
Holstebro,Alder i alt,I alt,2020,3.3
Lemvig,Alder i alt,I alt,2020,3.4
Struer,Alder i alt,I alt,2020,4.3
Syddjurs,Alder i alt,I alt,2020,4.0
Norddjurs,Alder i alt,I alt,2020,4.5
Favrskov,Alder i alt,I alt,2020,3.2
Odder,Alder i alt,I alt,2020,3.7
Randers,Alder i alt,I alt,2020,4.6
Silkeborg,Alder i alt,I alt,2020,3.9
Samsø,Alder i alt,I alt,2020,4.7
Skanderborg,Alder i alt,I alt,2020,3.1
Aarhus,Alder i alt,I alt,2020,5.4
Ikast-Brande,Alder i alt,I alt,2020,4.0
Ringkøbing-Skjern,Alder i alt,I alt,2020,3.2
Hedensted,Alder i alt,I alt,2020,3.2
Morsø,Alder i alt,I alt,2020,3.9
Skive,Alder i alt,I alt,2020,3.0
Vallensbæk,Alder i alt,I alt,2013,5.4
Furesø,Alder i alt,I alt,2013,4.2
Allerød,Alder i alt,I alt,2013,2.6
Fredensborg,Alder i alt,I alt,2013,4.5
Helsingør,Alder i alt,I alt,2013,5.4
Hillerød,Alder i alt,I alt,2013,4.1
Hørsholm,Alder i alt,I alt,2013,3.1
Rudersdal,Alder i alt,I alt,2013,3.4
Egedal,Alder i alt,I alt,2013,3.7
Frederikssund,Alder i alt,I alt,2013,5.4
Greve,Alder i alt,I alt,2013,4.6
Køge,Alder i alt,I alt,2013,5.9
Halsnæs,Alder i alt,I alt,2013,6.5
Ikast-Brande,Alder i alt,I alt,2012,5.7
Ringkøbing-Skjern,Alder i alt,I alt,2012,4.5
Hedensted,Alder i alt,I alt,2012,4.0
Morsø,Alder i alt,I alt,2012,6.3
Skive,Alder i alt,I alt,2012,5.5
Thisted,Alder i alt,I alt,2012,4.7
Viborg,Alder i alt,I alt,2012,5.1
Brønderslev,Alder i alt,I alt,2012,5.9
Frederikshavn,Alder i alt,I alt,2012,6.7
Vesthimmerlands,Alder i alt,I alt,2012,5.8
Læsø,Alder i alt,I alt,2012,8.8
Rebild,Alder i alt,I alt,2012,4.5
Mariagerfjord,Alder i alt,I alt,2012,5.7
Jammerbugt,Alder i alt,I alt,2012,6.1
Aalborg,Alder i alt,I alt,2012,6.3
Hjørring,Alder i alt,I alt,2012,6.9
København,Alder i alt,I alt,2012,7.6
Frederiksberg,Alder i alt,I alt,2012,5.9
Ballerup,Alder i alt,I alt,2012,5.6
Brøndby,Alder i alt,I alt,2012,7.4
Dragør,Alder i alt,I alt,2012,3.7
Gentofte,Alder i alt,I alt,2012,3.9
Gladsaxe,Alder i alt,I alt,2012,5.5
Glostrup,Alder i alt,I alt,2012,6.4
Herlev,Alder i alt,I alt,2012,6.4
Albertslund,Alder i alt,I alt,2012,8.4
Hvidovre,Alder i alt,I alt,2012,5.6
Høje-Taastrup,Alder i alt,I alt,2012,7.8
Lyngby-Taarbæk,Alder i alt,I alt,2012,4.0
Rødovre,Alder i alt,I alt,2012,5.9
Ishøj,Alder i alt,I alt,2012,10.5
Tårnby,Alder i alt,I alt,2012,5.8
Vallensbæk,Alder i alt,I alt,2012,5.3
Furesø,Alder i alt,I alt,2012,4.2
Allerød,Alder i alt,I alt,2012,2.9
Fredensborg,Alder i alt,I alt,2012,4.5
Helsingør,Alder i alt,I alt,2012,5.6
Hillerød,Alder i alt,I alt,2012,4.4
København,Alder i alt,I alt,2017,4.9
Frederiksberg,Alder i alt,I alt,2017,4.2
Ballerup,Alder i alt,I alt,2017,3.8
Brøndby,Alder i alt,I alt,2017,5.8
Dragør,Alder i alt,I alt,2017,2.9
Gentofte,Alder i alt,I alt,2017,3.2
Gladsaxe,Alder i alt,I alt,2017,3.8
Glostrup,Alder i alt,I alt,2017,4.5
Herlev,Alder i alt,I alt,2017,3.9
Albertslund,Alder i alt,I alt,2017,5.6
Hvidovre,Alder i alt,I alt,2017,3.9
Høje-Taastrup,Alder i alt,I alt,2017,5.1
Lyngby-Taarbæk,Alder i alt,I alt,2017,3.0
Rødovre,Alder i alt,I alt,2017,4.7
Ishøj,Alder i alt,I alt,2017,6.8
Tårnby,Alder i alt,I alt,2017,3.5
Vallensbæk,Alder i alt,I alt,2017,3.6
Furesø,Alder i alt,I alt,2017,3.1
Allerød,Alder i alt,I alt,2017,2.5
Fredensborg,Alder i alt,I alt,2017,3.4
Helsingør,Alder i alt,I alt,2017,4.3
Hillerød,Alder i alt,I alt,2017,3.3
Hørsholm,Alder i alt,I alt,2017,2.9
Rudersdal,Alder i alt,I alt,2017,3.1
Egedal,Alder i alt,I alt,2017,3.0
Frederikssund,Alder i alt,I alt,2017,3.6
Greve,Alder i alt,I alt,2017,3.3
Køge,Alder i alt,I alt,2017,3.8
Halsnæs,Alder i alt,I alt,2017,4.2
Roskilde,Alder i alt,I alt,2017,3.5
Solrød,Alder i alt,I alt,2017,2.7
Gribskov,Alder i alt,I alt,2017,3.5
Odsherred,Alder i alt,I alt,2017,5.4
Holbæk,Alder i alt,I alt,2017,3.7
Faxe,Alder i alt,I alt,2017,4.3
Kalundborg,Alder i alt,I alt,2017,4.6
Ringsted,Alder i alt,I alt,2017,4.0
Slagelse,Alder i alt,I alt,2017,4.6
Stevns,Alder i alt,I alt,2017,3.8
Sorø,Alder i alt,I alt,2017,3.7
Lejre,Alder i alt,I alt,2017,3.2
Lolland,Alder i alt,I alt,2017,6.0
Næstved,Alder i alt,I alt,2017,4.9
Guldborgsund,Alder i alt,I alt,2017,5.0
Vordingborg,Alder i alt,I alt,2017,4.7
Bornholm,Alder i alt,I alt,2017,4.6
Middelfart,Alder i alt,I alt,2017,3.1
Assens,Alder i alt,I alt,2017,4.3
Faaborg-Midtfyn,Alder i alt,I alt,2017,4.4
Kerteminde,Alder i alt,I alt,2017,4.6
Nyborg,Alder i alt,I alt,2017,4.5
Odense,Alder i alt,I alt,2017,5.6
Svendborg,Alder i alt,I alt,2017,4.8
Nordfyns,Alder i alt,I alt,2017,4.9
Langeland,Alder i alt,I alt,2017,5.7
Ærø,Alder i alt,I alt,2017,4.7
Haderslev,Alder i alt,I alt,2017,3.8
Billund,Alder i alt,I alt,2017,2.8
Sønderborg,Alder i alt,I alt,2017,4.0
Tønder,Alder i alt,I alt,2017,3.6
Esbjerg,Alder i alt,I alt,2017,3.9
Fanø,Alder i alt,I alt,2017,5.1
Varde,Alder i alt,I alt,2017,2.8
Vejen,Alder i alt,I alt,2017,3.0
Aabenraa,Alder i alt,I alt,2017,4.0
Roskilde,Alder i alt,I alt,2013,4.4
Solrød,Alder i alt,I alt,2013,4.1
Gribskov,Alder i alt,I alt,2013,5.1
Odsherred,Alder i alt,I alt,2013,6.4
Holbæk,Alder i alt,I alt,2013,4.8
Faxe,Alder i alt,I alt,2013,6.0
Kalundborg,Alder i alt,I alt,2013,6.4
Ringsted,Alder i alt,I alt,2013,5.9
Slagelse,Alder i alt,I alt,2013,7.3
Stevns,Alder i alt,I alt,2013,5.8
Sorø,Alder i alt,I alt,2013,5.7
Lejre,Alder i alt,I alt,2013,3.5
Lolland,Alder i alt,I alt,2013,9.1
Næstved,Alder i alt,I alt,2013,6.3
Guldborgsund,Alder i alt,I alt,2013,6.8
Vordingborg,Alder i alt,I alt,2013,5.7
Bornholm,Alder i alt,I alt,2013,7.0
Middelfart,Alder i alt,I alt,2013,4.6
Assens,Alder i alt,I alt,2013,6.5
Faaborg-Midtfyn,Alder i alt,I alt,2013,6.1
Kerteminde,Alder i alt,I alt,2013,6.8
Nyborg,Alder i alt,I alt,2013,6.2
Odense,Alder i alt,I alt,2013,7.2
Svendborg,Alder i alt,I alt,2013,6.7
Nordfyns,Alder i alt,I alt,2013,6.1
Langeland,Alder i alt,I alt,2013,7.5
Ærø,Alder i alt,I alt,2013,5.5
Haderslev,Alder i alt,I alt,2013,5.7
Billund,Alder i alt,I alt,2013,3.8
Sønderborg,Alder i alt,I alt,2013,6.0
Tønder,Alder i alt,I alt,2013,6.0
Esbjerg,Alder i alt,I alt,2013,5.5
Fanø,Alder i alt,I alt,2013,4.2
Varde,Alder i alt,I alt,2013,4.1
Vejen,Alder i alt,I alt,2013,4.8
Aabenraa,Alder i alt,I alt,2013,6.4
Fredericia,Alder i alt,I alt,2013,6.4
Horsens,Alder i alt,I alt,2013,5.6
Kolding,Alder i alt,I alt,2013,5.2
Vejle,Alder i alt,I alt,2013,5.0
Herning,Alder i alt,I alt,2013,5.2
Holstebro,Alder i alt,I alt,2013,4.3
Lemvig,Alder i alt,I alt,2013,4.4
Struer,Alder i alt,I alt,2013,6.0
Syddjurs,Alder i alt,I alt,2013,4.9
Norddjurs,Alder i alt,I alt,2013,5.8
Favrskov,Alder i alt,I alt,2013,4.2
Odder,Alder i alt,I alt,2013,4.3
Randers,Alder i alt,I alt,2013,5.9
Silkeborg,Alder i alt,I alt,2013,5.0
Samsø,Alder i alt,I alt,2013,6.4
Skanderborg,Alder i alt,I alt,2013,3.4
Aarhus,Alder i alt,I alt,2013,5.6
Ikast-Brande,Alder i alt,I alt,2013,5.7
Ringkøbing-Skjern,Alder i alt,I alt,2013,4.6
Hedensted,Alder i alt,I alt,2013,3.9
Morsø,Alder i alt,I alt,2013,5.3
Skive,Alder i alt,I alt,2013,4.5
Thisted,Alder i alt,I alt,2013,4.3
Viborg,Alder i alt,I alt,2013,4.6
Brønderslev,Alder i alt,I alt,2013,5.4
Frederikshavn,Alder i alt,I alt,2013,5.9
Vesthimmerlands,Alder i alt,I alt,2013,5.9
Læsø,Alder i alt,I alt,2013,8.5
Rebild,Alder i alt,I alt,2013,4.2
Mariagerfjord,Alder i alt,I alt,2013,5.5
Jammerbugt,Alder i alt,I alt,2013,5.5
Aalborg,Alder i alt,I alt,2013,6.0
Fredericia,Alder i alt,I alt,2017,4.6
Horsens,Alder i alt,I alt,2017,3.7
Kolding,Alder i alt,I alt,2017,3.7
Vejle,Alder i alt,I alt,2017,3.5
Herning,Alder i alt,I alt,2017,3.6
Holstebro,Alder i alt,I alt,2017,3.1
Lemvig,Alder i alt,I alt,2017,3.5
Struer,Alder i alt,I alt,2017,3.8
Syddjurs,Alder i alt,I alt,2017,3.6
Norddjurs,Alder i alt,I alt,2017,4.5
Favrskov,Alder i alt,I alt,2017,2.7
Odder,Alder i alt,I alt,2017,3.6
Randers,Alder i alt,I alt,2017,4.2
Silkeborg,Alder i alt,I alt,2017,3.7
Samsø,Alder i alt,I alt,2017,5.5
Skanderborg,Alder i alt,I alt,2017,2.6
Aarhus,Alder i alt,I alt,2017,4.4
Ikast-Brande,Alder i alt,I alt,2017,4.0
Ringkøbing-Skjern,Alder i alt,I alt,2017,2.6
Hedensted,Alder i alt,I alt,2017,2.5
Morsø,Alder i alt,I alt,2017,3.6
Skive,Alder i alt,I alt,2017,3.3
Thisted,Alder i alt,I alt,2017,3.4
Viborg,Alder i alt,I alt,2017,3.4
Brønderslev,Alder i alt,I alt,2017,4.3
Frederikshavn,Alder i alt,I alt,2017,5.2
Vesthimmerlands,Alder i alt,I alt,2017,4.5
Læsø,Alder i alt,I alt,2017,5.9
Rebild,Alder i alt,I alt,2017,3.7
Mariagerfjord,Alder i alt,I alt,2017,4.1
Jammerbugt,Alder i alt,I alt,2017,3.8
Aalborg,Alder i alt,I alt,2017,5.4
Hjørring,Alder i alt,I alt,2017,4.9
København,Alder i alt,I alt,2010,7.5
Frederiksberg,Alder i alt,I alt,2010,5.7
Ballerup,Alder i alt,I alt,2010,4.7
Brøndby,Alder i alt,I alt,2010,6.9
Dragør,Alder i alt,I alt,2010,3.6
Gentofte,Alder i alt,I alt,2010,3.5
Gladsaxe,Alder i alt,I alt,2010,5.3
Glostrup,Alder i alt,I alt,2010,6.4
Herlev,Alder i alt,I alt,2010,5.8
Albertslund,Alder i alt,I alt,2010,7.7
Hvidovre,Alder i alt,I alt,2010,5.4
Høje-Taastrup,Alder i alt,I alt,2010,7.2
Lyngby-Taarbæk,Alder i alt,I alt,2010,3.7
Rødovre,Alder i alt,I alt,2010,5.6
Ishøj,Alder i alt,I alt,2010,9.9
Tårnby,Alder i alt,I alt,2010,5.9
Vallensbæk,Alder i alt,I alt,2010,4.9
Skanderborg,Alder i alt,I alt,2010,4.1
Aarhus,Alder i alt,I alt,2010,5.2
Ikast-Brande,Alder i alt,I alt,2010,6.8
Ringkøbing-Skjern,Alder i alt,I alt,2010,5.3
Hedensted,Alder i alt,I alt,2010,5.1
Morsø,Alder i alt,I alt,2010,8.1
Skive,Alder i alt,I alt,2010,6.8
Thisted,Alder i alt,I alt,2010,5.4
Viborg,Alder i alt,I alt,2010,5.2
Brønderslev,Alder i alt,I alt,2010,6.8
Frederikshavn,Alder i alt,I alt,2010,8.0
Vesthimmerlands,Alder i alt,I alt,2010,6.4
Læsø,Alder i alt,I alt,2010,8.4
Rebild,Alder i alt,I alt,2010,6.0
Mariagerfjord,Alder i alt,I alt,2010,6.4
Furesø,Alder i alt,I alt,2010,4.2
Allerød,Alder i alt,I alt,2010,2.8
Fredensborg,Alder i alt,I alt,2010,4.4
Helsingør,Alder i alt,I alt,2010,5.6
Hillerød,Alder i alt,I alt,2010,4.6
Hørsholm,Alder i alt,I alt,2010,3.1
Rudersdal,Alder i alt,I alt,2010,3.3
Egedal,Alder i alt,I alt,2010,3.5
Frederikssund,Alder i alt,I alt,2010,4.8
Greve,Alder i alt,I alt,2010,4.8
Køge,Alder i alt,I alt,2010,6.3
Halsnæs,Alder i alt,I alt,2010,7.0
Roskilde,Alder i alt,I alt,2010,4.3
Solrød,Alder i alt,I alt,2010,4.5
Gribskov,Alder i alt,I alt,2010,5.1
Odsherred,Alder i alt,I alt,2010,7.4
Jammerbugt,Alder i alt,I alt,2010,6.3
Aalborg,Alder i alt,I alt,2010,6.4
Hjørring,Alder i alt,I alt,2010,7.2
Holbæk,Alder i alt,I alt,2010,5.6
Faxe,Alder i alt,I alt,2010,6.3
Kalundborg,Alder i alt,I alt,2010,6.5
Ringsted,Alder i alt,I alt,2010,5.8
Slagelse,Alder i alt,I alt,2010,7.7
Stevns,Alder i alt,I alt,2010,6.1
Sorø,Alder i alt,I alt,2010,5.6
Lejre,Alder i alt,I alt,2010,3.9
Lolland,Alder i alt,I alt,2010,9.1
Næstved,Alder i alt,I alt,2010,6.7
Guldborgsund,Alder i alt,I alt,2010,6.4
Vordingborg,Alder i alt,I alt,2010,6.8
Bornholm,Alder i alt,I alt,2010,8.1
Middelfart,Alder i alt,I alt,2010,5.4
Assens,Alder i alt,I alt,2010,7.6
Faaborg-Midtfyn,Alder i alt,I alt,2010,6.6
Kerteminde,Alder i alt,I alt,2010,7.6
Nyborg,Alder i alt,I alt,2010,6.7
Odense,Alder i alt,I alt,2010,7.3
Svendborg,Alder i alt,I alt,2010,6.4
Nordfyns,Alder i alt,I alt,2010,7.5
Langeland,Alder i alt,I alt,2010,7.1
Ærø,Alder i alt,I alt,2010,4.8
Haderslev,Alder i alt,I alt,2010,6.4
Billund,Alder i alt,I alt,2010,4.1
Sønderborg,Alder i alt,I alt,2010,6.3
Tønder,Alder i alt,I alt,2010,6.1
Esbjerg,Alder i alt,I alt,2010,5.4
Fanø,Alder i alt,I alt,2010,4.3
Varde,Alder i alt,I alt,2010,4.5
Vejen,Alder i alt,I alt,2010,5.4
Aabenraa,Alder i alt,I alt,2010,6.8
Fredericia,Alder i alt,I alt,2010,6.8
Hjørring,Alder i alt,I alt,2013,6.0
København,Alder i alt,I alt,2013,7.2
Frederiksberg,Alder i alt,I alt,2013,5.7
Ballerup,Alder i alt,I alt,2013,6.0
Brøndby,Alder i alt,I alt,2013,7.7
Dragør,Alder i alt,I alt,2013,3.5
Gentofte,Alder i alt,I alt,2013,3.7
Gladsaxe,Alder i alt,I alt,2013,5.6
Glostrup,Alder i alt,I alt,2013,6.3
Herlev,Alder i alt,I alt,2013,6.3
Albertslund,Alder i alt,I alt,2013,8.2
Hvidovre,Alder i alt,I alt,2013,5.3
Høje-Taastrup,Alder i alt,I alt,2013,7.7
Lyngby-Taarbæk,Alder i alt,I alt,2013,3.8
Rødovre,Alder i alt,I alt,2013,5.8
Ishøj,Alder i alt,I alt,2013,10.7
Tårnby,Alder i alt,I alt,2013,5.7
Horsens,Alder i alt,I alt,2010,6.8
Kolding,Alder i alt,I alt,2010,5.9
Vejle,Alder i alt,I alt,2010,5.1
Herning,Alder i alt,I alt,2010,5.4
Holstebro,Alder i alt,I alt,2010,5.3
Lemvig,Alder i alt,I alt,2010,4.9
Struer,Alder i alt,I alt,2010,6.2
Syddjurs,Alder i alt,I alt,2010,5.9
Norddjurs,Alder i alt,I alt,2010,6.4
Favrskov,Alder i alt,I alt,2010,4.7
Odder,Alder i alt,I alt,2010,5.1
Randers,Alder i alt,I alt,2010,6.7
Silkeborg,Alder i alt,I alt,2010,5.5
Samsø,Alder i alt,I alt,2010,7.1
