broader_region,municipality,year,total_population,avg_income,gini_coefficient,unemployment_rate,share_of_higher_educated
Aalborg,Aalborg,2008,195369.0,136762.0,27.28,3.6,72.9
Aalborg,Aalborg,2009,196461.0,128690.0,25.72,5.6,72.9
Aalborg,Aalborg,2010,197786.0,130532.0,26.69,6.4,73.1
Aalborg,Aalborg,2011,199725.0,125770.0,26.43,6.4,73.5
Aalborg,Aalborg,2012,201590.0,123980.0,26.39,6.3,73.7
Aalborg,Aalborg,2013,203983.0,123772.0,27.03,6.0,73.8
Aalborg,Aalborg,2014,206243.0,124384.0,27.54,6.0,73.5
Aalborg,Aalborg,2015,208336.0,127092.0,27.98,5.9,73.4
Aalborg,Aalborg,2016,210779.0,136289.0,28.05,5.3,73.0
Aalborg,Aalborg,2017,212241.0,140661.0,28.61,5.4,72.6
Aalborg,Aalborg,2018,213798.0,153467.0,28.7,5.1,72.6
Aalborg,Aalborg,2019,215852.0,178899.0,28.76,4.8,72.4
Aalborg,Aalborg,2020,217691.0,193273.0,29.12,5.7,72.4
Aalborg,Aalborg,2021,219912.0,206086.0,29.1,4.4,72.2
Aalborg,Aalborg,2022,221616.0,214027.0,29.04,3.4,72.1
Aalborg,Aalborg,2023,222672.0,222946.0,28.65,3.6,71.8
Aarhus,Aarhus,2008,299457.0,119511.0,29.77,2.6,75.2
Aarhus,Aarhus,2009,303986.0,127149.0,28.64,4.4,75.5
Aarhus,Aarhus,2010,307805.0,130669.0,30.65,5.2,75.6
Aarhus,Aarhus,2011,311784.0,127232.0,31.09,5.3,75.6
Aarhus,Aarhus,2012,315846.0,120919.0,30.67,5.6,75.9
Aarhus,Aarhus,2013,320541.0,120677.0,31.41,5.6,76.0
Aarhus,Aarhus,2014,324594.0,132769.0,31.55,4.9,75.6
Aarhus,Aarhus,2015,327601.0,145018.0,32.66,4.5,75.5
Aarhus,Aarhus,2016,332301.0,137361.0,31.94,4.3,75.4
Aarhus,Aarhus,2017,337210.0,145352.0,33.29,4.4,75.2
Aarhus,Aarhus,2018,342261.0,156196.0,32.92,4.3,75.2
Aarhus,Aarhus,2019,346622.0,173449.0,33.12,4.3,75.1
Aarhus,Aarhus,2020,350704.0,194144.0,33.19,5.4,74.8
Aarhus,Aarhus,2021,353218.0,210695.0,33.77,4.2,74.7
Aarhus,Aarhus,2022,357204.0,213591.0,34.22,3.0,75.1
Aarhus,Aarhus,2023,363305.0,222909.0,33.65,3.5,75.1
Copenhagen,København,2008,512558.0,128170.0,29.6,4.4,78.3
Copenhagen,København,2009,521887.0,125933.0,29.38,6.3,78.6
Copenhagen,København,2010,532085.0,122043.0,31.44,7.5,78.9
Copenhagen,København,2011,542883.0,136311.0,31.38,7.5,78.8
Copenhagen,København,2012,552612.0,139486.0,31.25,7.6,78.8
Copenhagen,København,2013,563268.0,147657.0,31.86,7.2,78.9
Copenhagen,København,2014,573433.0,154544.0,32.13,6.3,78.9
Copenhagen,København,2015,584189.0,159285.0,32.7,5.5,78.8
Copenhagen,København,2016,595424.0,150461.0,33.24,5.0,78.7
Copenhagen,København,2017,606432.0,156569.0,33.65,4.9,78.5
Copenhagen,København,2018,617019.0,169178.0,33.71,4.5,78.5
Copenhagen,København,2019,627321.0,192372.0,33.95,4.4,78.5
Copenhagen,København,2020,634190.0,210326.0,34.35,5.7,78.2
Copenhagen,København,2021,639800.0,227962.0,35.09,4.8,78.3
Copenhagen,København,2022,647829.0,234902.0,34.56,3.3,78.7
Copenhagen,København,2023,656756.0,248984.0,34.98,3.5,78.7
Hovedstaden,Albertslund,2008,27645.0,117097.0,23.26,3.7,73.5
Hovedstaden,Albertslund,2009,27785.0,111889.0,23.99,5.9,73.0
Hovedstaden,Albertslund,2010,27737.0,117706.0,25.03,7.7,72.2
Hovedstaden,Albertslund,2011,27774.0,116098.0,24.99,8.0,72.0
Hovedstaden,Albertslund,2012,27866.0,122561.0,25.06,8.4,71.6
Hovedstaden,Albertslund,2013,27782.0,117722.0,25.5,8.2,71.3
Hovedstaden,Albertslund,2014,27754.0,128037.0,25.28,7.2,70.6
Hovedstaden,Albertslund,2015,27733.0,131162.0,25.27,6.6,70.2
Hovedstaden,Albertslund,2016,27853.0,134484.0,25.68,6.3,69.6
Hovedstaden,Albertslund,2017,27857.0,141474.0,25.48,5.6,69.0
Hovedstaden,Albertslund,2018,27768.0,152036.0,25.11,5.3,69.1
Hovedstaden,Albertslund,2019,27768.0,167734.0,25.27,5.0,68.4
Hovedstaden,Albertslund,2020,27605.0,181415.0,25.45,6.0,68.2
Hovedstaden,Albertslund,2021,27270.0,199117.0,25.37,5.2,68.4
Hovedstaden,Albertslund,2022,27568.0,206663.0,24.49,3.3,68.2
Hovedstaden,Albertslund,2023,27554.0,215280.0,24.57,3.2,68.5
Hovedstaden,Allerød,2008,23608.0,161104.0,24.5,1.1,68.4
Hovedstaden,Allerød,2009,23922.0,164636.0,24.23,2.2,68.2
Hovedstaden,Allerød,2010,24121.0,174584.0,25.56,2.8,67.4
Hovedstaden,Allerød,2011,24078.0,182411.0,25.48,3.0,67.2
Hovedstaden,Allerød,2012,24067.0,202822.0,25.32,2.9,67.5
Hovedstaden,Allerød,2013,24080.0,194567.0,24.41,2.6,67.0
Hovedstaden,Allerød,2014,24230.0,186006.0,24.71,2.4,66.8
Hovedstaden,Allerød,2015,24514.0,189574.0,25.52,2.1,66.5
Hovedstaden,Allerød,2016,24824.0,178850.0,25.38,2.0,66.2
Hovedstaden,Allerød,2017,25094.0,179085.0,26.34,2.5,65.8
Hovedstaden,Allerød,2018,25377.0,190814.0,25.5,2.1,65.4
Hovedstaden,Allerød,2019,25686.0,208404.0,26.3,2.1,64.7
Hovedstaden,Allerød,2020,25694.0,232630.0,25.68,2.9,64.9
Hovedstaden,Allerød,2021,25896.0,258976.0,26.33,2.2,63.9
Hovedstaden,Allerød,2022,25948.0,264116.0,26.66,1.4,64.2
Hovedstaden,Allerød,2023,26010.0,267721.0,26.45,1.4,63.8
Hovedstaden,Ballerup,2008,47265.0,130725.0,23.25,1.9,69.4
Hovedstaden,Ballerup,2009,47512.0,121307.0,22.5,3.6,69.4
Hovedstaden,Ballerup,2010,47722.0,123134.0,24.02,4.7,69.1
Hovedstaden,Ballerup,2011,47988.0,130004.0,24.41,5.1,68.8
Hovedstaden,Ballerup,2012,48139.0,134460.0,24.76,5.6,68.5
Hovedstaden,Ballerup,2013,48357.0,140259.0,25.1,6.0,68.2
Hovedstaden,Ballerup,2014,48477.0,149305.0,26.73,5.2,67.5
Hovedstaden,Ballerup,2015,48297.0,155896.0,26.31,4.4,67.2
Hovedstaden,Ballerup,2016,48246.0,163548.0,25.77,4.0,67.0
Hovedstaden,Ballerup,2017,48220.0,169280.0,25.97,3.8,66.6
Hovedstaden,Ballerup,2018,48348.0,183315.0,25.84,3.5,66.7
Hovedstaden,Ballerup,2019,48449.0,194485.0,26.32,3.4,66.5
Hovedstaden,Ballerup,2020,48822.0,208875.0,26.75,4.3,66.6
Hovedstaden,Ballerup,2021,49196.0,224908.0,26.76,3.5,66.6
Hovedstaden,Ballerup,2022,49543.0,232207.0,26.35,2.2,67.2
Hovedstaden,Ballerup,2023,50366.0,247533.0,26.99,2.4,68.0
Hovedstaden,Bornholm,2008,42727.0,157215.0,24.88,6.0,69.3
Hovedstaden,Bornholm,2009,42434.0,157215.0,23.89,7.3,69.2
Hovedstaden,Bornholm,2010,42038.0,157215.0,22.85,8.1,69.3
Hovedstaden,Bornholm,2011,41588.0,157215.0,22.66,7.3,69.3
Hovedstaden,Bornholm,2012,41096.0,157215.0,22.27,7.4,69.1
Hovedstaden,Bornholm,2013,40559.0,157215.0,22.07,7.0,68.8
Hovedstaden,Bornholm,2014,40082.0,157215.0,22.12,6.3,68.3
Hovedstaden,Bornholm,2015,39792.0,157215.0,22.66,5.7,67.8
Hovedstaden,Bornholm,2016,39711.0,157215.0,23.39,4.6,67.2
Hovedstaden,Bornholm,2017,39678.0,157215.0,23.96,4.6,66.6
Hovedstaden,Bornholm,2018,39632.0,163324.0,23.41,4.3,65.9
Hovedstaden,Bornholm,2019,39614.0,176457.0,24.46,3.9,65.6
Hovedstaden,Bornholm,2020,39488.0,182877.0,24.32,5.5,65.0
Hovedstaden,Bornholm,2021,39643.0,195842.0,24.08,3.6,64.6
Hovedstaden,Bornholm,2022,39671.0,199686.0,23.65,2.3,64.3
Hovedstaden,Bornholm,2023,39552.0,201383.0,23.99,2.2,63.6
Hovedstaden,Brøndby,2008,33752.0,135110.0,22.72,2.6,69.7
Hovedstaden,Brøndby,2009,33808.0,133032.0,22.6,4.9,70.0
Hovedstaden,Brøndby,2010,33856.0,134038.0,23.91,6.9,70.2
Hovedstaden,Brøndby,2011,34020.0,131707.0,24.31,6.8,70.2
Hovedstaden,Brøndby,2012,34126.0,138149.0,23.94,7.4,70.3
Hovedstaden,Brøndby,2013,34286.0,137965.0,24.6,7.7,70.3
Hovedstaden,Brøndby,2014,34824.0,141464.0,24.88,6.7,70.2
Hovedstaden,Brøndby,2015,35165.0,147042.0,25.78,6.1,69.8
Hovedstaden,Brøndby,2016,35414.0,148239.0,25.71,5.5,69.2
Hovedstaden,Brøndby,2017,35540.0,151844.0,26.19,5.8,68.8
Hovedstaden,Brøndby,2018,35533.0,163543.0,25.89,5.8,68.6
Hovedstaden,Brøndby,2019,35224.0,170417.0,25.83,5.6,68.3
Hovedstaden,Brøndby,2020,35129.0,180997.0,26.28,7.4,68.4
Hovedstaden,Brøndby,2021,35394.0,194587.0,25.96,6.3,68.7
Hovedstaden,Brøndby,2022,36068.0,206269.0,25.21,4.1,70.2
Hovedstaden,Brøndby,2023,37800.0,214941.0,25.46,4.0,71.5
Hovedstaden,Dragør,2008,13344.0,152081.0,27.57,1.6,68.4
Hovedstaden,Dragør,2009,13459.0,153780.0,26.25,2.8,68.2
Hovedstaden,Dragør,2010,13632.0,172256.0,26.93,3.6,67.8
Hovedstaden,Dragør,2011,13731.0,186337.0,28.86,3.6,67.2
Hovedstaden,Dragør,2012,13767.0,187584.0,25.95,3.7,67.1
Hovedstaden,Dragør,2013,13898.0,190671.0,26.75,3.5,66.4
Hovedstaden,Dragør,2014,13962.0,185238.0,27.03,3.2,65.7
Hovedstaden,Dragør,2015,14038.0,193082.0,27.4,3.0,65.1
Hovedstaden,Dragør,2016,14180.0,181528.0,28.08,2.6,64.5
Hovedstaden,Dragør,2017,14268.0,197591.0,27.88,2.9,63.5
Hovedstaden,Dragør,2018,14244.0,217743.0,27.55,2.7,63.3
Hovedstaden,Dragør,2019,14365.0,237783.0,28.6,2.6,63.4
Hovedstaden,Dragør,2020,14504.0,247064.0,28.29,3.6,62.6
Hovedstaden,Dragør,2021,14587.0,265415.0,28.89,3.3,62.2
Hovedstaden,Dragør,2022,14631.0,272679.0,28.05,1.9,61.6
Hovedstaden,Dragør,2023,14552.0,297385.0,29.65,1.7,61.6
Hovedstaden,Egedal,2008,40787.0,155853.0,21.45,1.1,70.4
Hovedstaden,Egedal,2009,41167.0,162116.0,20.4,2.4,70.3
Hovedstaden,Egedal,2010,41565.0,174553.0,21.75,3.5,69.6
Hovedstaden,Egedal,2011,41717.0,167736.0,20.94,3.7,69.5
Hovedstaden,Egedal,2012,41890.0,172194.0,20.71,3.8,69.3
Hovedstaden,Egedal,2013,42107.0,180432.0,21.51,3.7,68.9
Hovedstaden,Egedal,2014,42374.0,170085.0,21.71,3.2,68.7
Hovedstaden,Egedal,2015,42649.0,180149.0,22.73,2.7,68.1
Hovedstaden,Egedal,2016,42841.0,180201.0,22.64,2.7,67.6
Hovedstaden,Egedal,2017,43042.0,187574.0,23.9,3.0,67.0
Hovedstaden,Egedal,2018,43115.0,197859.0,23.96,2.7,67.0
Hovedstaden,Egedal,2019,43376.0,214469.0,23.12,2.6,66.6
Hovedstaden,Egedal,2020,43406.0,234330.0,23.01,3.2,66.5
Hovedstaden,Egedal,2021,43927.0,259425.0,24.34,2.6,66.7
Hovedstaden,Egedal,2022,44708.0,258079.0,22.98,1.7,66.9
Hovedstaden,Egedal,2023,45352.0,263150.0,24.41,1.7,66.9
Hovedstaden,Fredensborg,2008,39224.0,171010.0,28.78,2.0,69.9
Hovedstaden,Fredensborg,2009,39256.0,164546.0,27.42,3.5,69.9
Hovedstaden,Fredensborg,2010,39219.0,170810.0,29.29,4.4,70.2
Hovedstaden,Fredensborg,2011,39444.0,162694.0,29.5,4.6,70.1
Hovedstaden,Fredensborg,2012,39541.0,181843.0,30.42,4.5,69.6
Hovedstaden,Fredensborg,2013,39473.0,193610.0,30.53,4.5,69.6
Hovedstaden,Fredensborg,2014,39662.0,181885.0,30.76,4.2,69.2
Hovedstaden,Fredensborg,2015,39914.0,185171.0,32.92,3.8,68.4
Hovedstaden,Fredensborg,2016,40229.0,179708.0,32.48,3.3,68.1
Hovedstaden,Fredensborg,2017,40598.0,189123.0,31.92,3.4,67.4
Hovedstaden,Fredensborg,2018,40784.0,192103.0,31.6,3.1,66.6
Hovedstaden,Fredensborg,2019,40840.0,204114.0,32.75,2.8,65.8
Hovedstaden,Fredensborg,2020,40920.0,225205.0,31.72,3.6,65.3
Hovedstaden,Fredensborg,2021,41071.0,241212.0,33.31,3.0,65.0
Hovedstaden,Fredensborg,2022,41476.0,253287.0,31.42,1.9,64.9
Hovedstaden,Fredensborg,2023,41759.0,260706.0,31.82,1.9,64.7
Hovedstaden,Frederiksberg,2008,94054.0,146656.0,31.55,3.0,74.8
Hovedstaden,Frederiksberg,2009,95686.0,145112.0,30.33,4.3,74.9
Hovedstaden,Frederiksberg,2010,97598.0,145480.0,32.93,5.7,75.2
Hovedstaden,Frederiksberg,2011,99358.0,144997.0,33.22,5.8,75.0
Hovedstaden,Frederiksberg,2012,100904.0,145888.0,33.53,5.9,75.0
Hovedstaden,Frederiksberg,2013,102261.0,161461.0,33.92,5.7,74.2
Hovedstaden,Frederiksberg,2014,102866.0,177012.0,34.98,5.2,73.9
Hovedstaden,Frederiksberg,2015,103800.0,178762.0,34.37,4.7,73.9
Hovedstaden,Frederiksberg,2016,104598.0,153739.0,34.85,4.4,73.3
Hovedstaden,Frederiksberg,2017,104953.0,170637.0,35.71,4.2,72.7
Hovedstaden,Frederiksberg,2018,104403.0,187021.0,35.42,4.0,72.4
Hovedstaden,Frederiksberg,2019,104224.0,222111.0,35.92,3.8,72.6
Hovedstaden,Frederiksberg,2020,104267.0,244116.0,35.72,4.7,71.9
Hovedstaden,Frederiksberg,2021,103421.0,260079.0,37.22,4.0,72.3
Hovedstaden,Frederiksberg,2022,104111.0,261867.0,36.95,2.8,72.9
Hovedstaden,Frederiksberg,2023,104873.0,279719.0,36.65,3.0,72.9
Hovedstaden,Frederikssund,2008,44192.0,147931.0,22.72,1.8,69.9
Hovedstaden,Frederikssund,2009,44251.0,145393.0,22.3,3.7,69.7
Hovedstaden,Frederikssund,2010,44282.0,155773.0,23.36,4.8,69.8
Hovedstaden,Frederikssund,2011,44339.0,155557.0,23.41,5.1,69.3
Hovedstaden,Frederikssund,2012,44384.0,158621.0,22.98,5.2,69.1
Hovedstaden,Frederikssund,2013,44371.0,158120.0,23.49,5.4,68.7
Hovedstaden,Frederikssund,2014,44452.0,162216.0,23.69,4.4,68.3
Hovedstaden,Frederikssund,2015,44608.0,161696.0,24.24,3.9,68.2
Hovedstaden,Frederikssund,2016,44858.0,164108.0,24.46,3.3,67.8
Hovedstaden,Frederikssund,2017,45118.0,170174.0,24.59,3.6,67.2
Hovedstaden,Frederikssund,2018,45252.0,180805.0,24.75,3.2,67.0
Hovedstaden,Frederikssund,2019,45334.0,196831.0,24.77,2.8,66.6
Hovedstaden,Frederikssund,2020,45366.0,214011.0,25.06,3.5,66.7
Hovedstaden,Frederikssund,2021,45677.0,232754.0,25.3,2.7,66.6
Hovedstaden,Frederikssund,2022,46045.0,233862.0,24.87,1.9,66.7
Hovedstaden,Frederikssund,2023,46236.0,241621.0,25.22,2.1,66.5
Hovedstaden,Furesø,2008,37748.0,168091.0,28.42,1.9,67.2
Hovedstaden,Furesø,2009,38073.0,160091.0,26.87,3.1,67.4
Hovedstaden,Furesø,2010,38244.0,158088.0,28.22,4.2,67.1
Hovedstaden,Furesø,2011,38290.0,154442.0,28.47,4.1,66.9
Hovedstaden,Furesø,2012,38192.0,160681.0,28.01,4.2,66.7
Hovedstaden,Furesø,2013,38254.0,169347.0,29.2,4.2,66.6
Hovedstaden,Furesø,2014,38654.0,172842.0,28.67,4.0,66.5
Hovedstaden,Furesø,2015,39476.0,182312.0,29.04,3.6,66.7
Hovedstaden,Furesø,2016,40393.0,157212.0,29.56,2.9,65.9
Hovedstaden,Furesø,2017,40647.0,186215.0,30.51,3.1,65.1
Hovedstaden,Furesø,2018,40935.0,172877.0,30.41,2.6,64.5
Hovedstaden,Furesø,2019,41120.0,198336.0,30.64,2.5,64.1
Hovedstaden,Furesø,2020,40976.0,218895.0,29.42,3.4,63.8
Hovedstaden,Furesø,2021,41124.0,243953.0,29.87,2.7,63.9
Hovedstaden,Furesø,2022,41672.0,254530.0,29.02,1.9,63.8
Hovedstaden,Furesø,2023,42242.0,272861.0,30.51,2.0,64.0
Hovedstaden,Gentofte,2008,69186.0,282119.0,44.38,1.8,68.3
Hovedstaden,Gentofte,2009,70233.0,349028.0,42.42,2.6,68.9
Hovedstaden,Gentofte,2010,71397.0,278116.0,43.42,3.5,68.8
Hovedstaden,Gentofte,2011,72050.0,301096.0,42.83,3.7,69.2
Hovedstaden,Gentofte,2012,73041.0,236284.0,42.13,3.9,68.7
Hovedstaden,Gentofte,2013,73673.0,252782.0,43.39,3.7,68.9
Hovedstaden,Gentofte,2014,74615.0,260572.0,43.98,3.4,68.7
Hovedstaden,Gentofte,2015,75136.0,263557.0,47.77,3.1,68.5
Hovedstaden,Gentofte,2016,75553.0,208363.0,45.02,2.8,68.2
Hovedstaden,Gentofte,2017,75845.0,214796.0,45.44,3.2,67.3
Hovedstaden,Gentofte,2018,75473.0,225411.0,44.5,3.0,66.4
Hovedstaden,Gentofte,2019,75112.0,259598.0,47.42,2.9,66.3
Hovedstaden,Gentofte,2020,74754.0,264735.0,46.16,3.7,66.1
Hovedstaden,Gentofte,2021,74360.0,298845.0,48.59,3.1,65.9
Hovedstaden,Gentofte,2022,74411.0,314650.0,50.7,2.1,66.4
Hovedstaden,Gentofte,2023,74958.0,358340.0,54.16,2.2,66.4
Hovedstaden,Gladsaxe,2008,62816.0,142312.0,25.81,2.3,69.5
Hovedstaden,Gladsaxe,2009,63435.0,144136.0,24.83,3.9,69.9
Hovedstaden,Gladsaxe,2010,64454.0,144545.0,26.81,5.3,70.1
Hovedstaden,Gladsaxe,2011,65076.0,139964.0,27.5,5.3,70.0
Hovedstaden,Gladsaxe,2012,65588.0,145775.0,27.4,5.5,70.3
Hovedstaden,Gladsaxe,2013,66232.0,148550.0,27.95,5.6,70.1
Hovedstaden,Gladsaxe,2014,66884.0,151852.0,28.14,5.1,70.1
Hovedstaden,Gladsaxe,2015,67496.0,153940.0,28.92,4.5,70.0
Hovedstaden,Gladsaxe,2016,68192.0,154251.0,28.72,3.9,70.1
Hovedstaden,Gladsaxe,2017,69110.0,182644.0,29.53,3.8,70.1
Hovedstaden,Gladsaxe,2018,69453.0,171502.0,28.75,3.5,69.9
Hovedstaden,Gladsaxe,2019,69552.0,197980.0,28.76,3.2,69.1
Hovedstaden,Gladsaxe,2020,69181.0,215266.0,29.29,4.1,69.1
Hovedstaden,Gladsaxe,2021,69117.0,231828.0,29.44,3.2,68.9
Hovedstaden,Gladsaxe,2022,69482.0,245231.0,29.24,2.0,69.5
Hovedstaden,Gladsaxe,2023,70241.0,253506.0,29.82,2.5,69.7
Hovedstaden,Glostrup,2008,20788.0,143611.0,22.18,2.2,70.6
Hovedstaden,Glostrup,2009,21130.0,141743.0,22.61,4.6,70.7
Hovedstaden,Glostrup,2010,21372.0,147780.0,23.85,6.4,70.4
Hovedstaden,Glostrup,2011,21480.0,143309.0,24.1,6.6,70.6
Hovedstaden,Glostrup,2012,21727.0,151260.0,23.8,6.4,70.7
Hovedstaden,Glostrup,2013,21974.0,147447.0,24.3,6.3,70.4
Hovedstaden,Glostrup,2014,22198.0,150758.0,24.69,5.7,70.5
Hovedstaden,Glostrup,2015,22398.0,153654.0,25.59,5.3,69.9
Hovedstaden,Glostrup,2016,22480.0,154929.0,25.76,4.9,69.4
Hovedstaden,Glostrup,2017,22555.0,163136.0,25.99,4.5,69.3
Hovedstaden,Glostrup,2018,22586.0,165908.0,25.82,4.3,68.9
Hovedstaden,Glostrup,2019,22842.0,186439.0,25.8,3.9,70.0
Hovedstaden,Glostrup,2020,23275.0,201141.0,26.07,4.9,69.4
Hovedstaden,Glostrup,2021,23480.0,214840.0,26.55,4.1,69.5
Hovedstaden,Glostrup,2022,23554.0,228644.0,25.43,3.0,69.9
Hovedstaden,Glostrup,2023,23668.0,233037.0,25.86,2.9,69.8
Hovedstaden,Gribskov,2008,40607.0,168367.0,25.05,1.9,70.6
Hovedstaden,Gribskov,2009,40707.0,154633.0,24.34,3.5,70.5
Hovedstaden,Gribskov,2010,40758.0,160171.0,24.21,5.1,70.2
Hovedstaden,Gribskov,2011,40652.0,160948.0,24.24,5.1,70.0
Hovedstaden,Gribskov,2012,40657.0,165659.0,25.5,5.0,69.8
Hovedstaden,Gribskov,2013,40739.0,171568.0,24.92,5.1,69.6
